STD,Year,State,County,State FIPS,County FIPS,Rate,Rate Category
Primary and secondary syphilis,2021,Tennessee,McNairy County,47,109,11.6,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Macon County,47,111,0.0,0.0
Primary and secondary syphilis,2021,Tennessee,Madison County,47,113,11.1,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Marion County,47,115,6.9,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Marshall County,47,117,25.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Tennessee,Maury County,47,119,14.3,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Meigs County,47,121,0.0,0.0
Primary and secondary syphilis,2021,Tennessee,Monroe County,47,123,25.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Tennessee,Montgomery County,47,125,12.3,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Moore County,47,127,15.1,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Morgan County,47,129,4.7,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,Obion County,47,131,3.3,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,Overton County,47,133,35.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Tennessee,Perry County,47,135,0.0,0.0
Primary and secondary syphilis,2021,Tennessee,Pickett County,47,137,0.0,0.0
Primary and secondary syphilis,2021,Tennessee,Polk County,47,139,22.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Tennessee,Putnam County,47,141,20.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Tennessee,Rhea County,47,143,9.1,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Roane County,47,145,5.6,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,Robertson County,47,147,2.7,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,Rutherford County,47,149,13.1,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Scott County,47,151,0.0,0.0
Primary and secondary syphilis,2021,Tennessee,Sequatchie County,47,153,0.0,0.0
Primary and secondary syphilis,2021,Tennessee,Sevier County,47,155,7.0,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Shelby County,47,157,32.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Tennessee,Smith County,47,159,0.0,0.0
Primary and secondary syphilis,2021,Tennessee,Stewart County,47,161,7.2,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Sullivan County,47,163,1.3,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,Sumner County,47,165,6.0,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,Tipton County,47,167,1.6,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,Trousdale County,47,169,16.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Tennessee,Unicoi County,47,171,0.0,0.0
Primary and secondary syphilis,2021,Tennessee,Union County,47,173,5.0,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,Van Buren County,47,175,15.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Tennessee,Warren County,47,177,7.2,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Washington County,47,179,6.7,6.6–15.4
Primary and secondary syphilis,2021,Tennessee,Wayne County,47,181,0.0,0.0
Primary and secondary syphilis,2021,Tennessee,Weakley County,47,183,3.0,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,White County,47,185,3.6,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,Williamson County,47,187,2.7,0.1–6.5
Primary and secondary syphilis,2021,Tennessee,Wilson County,47,189,4.6,0.1–6.5
Primary and secondary syphilis,2021,Texas,Anderson County,48,1,8.6,6.6–15.4
Primary and secondary syphilis,2021,Texas,Andrews County,48,3,5.4,0.1–6.5
Primary and secondary syphilis,2021,Texas,Angelina County,48,5,4.6,0.1–6.5
Primary and secondary syphilis,2021,Texas,Aransas County,48,7,32.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Archer County,48,9,0.0,0.0
Primary and secondary syphilis,2021,Texas,Armstrong County,48,11,0.0,0.0
Primary and secondary syphilis,2021,Texas,Atascosa County,48,13,2.0,0.1–6.5
Primary and secondary syphilis,2021,Texas,Austin County,48,15,6.6,6.6–15.4
Primary and secondary syphilis,2021,Texas,Bailey County,48,17,14.6,6.6–15.4
Primary and secondary syphilis,2021,Texas,Bandera County,48,19,4.6,0.1–6.5
Primary and secondary syphilis,2021,Texas,Bastrop County,48,21,4.9,0.1–6.5
Primary and secondary syphilis,2021,Texas,Baylor County,48,23,0.0,0.0
Primary and secondary syphilis,2021,Texas,Bee County,48,25,19.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Bell County,48,27,6.1,0.1–6.5
Primary and secondary syphilis,2021,Texas,Bexar County,48,29,23.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Blanco County,48,31,0.0,0.0
Primary and secondary syphilis,2021,Texas,Borden County,48,33,0.0,0.0
Primary and secondary syphilis,2021,Texas,Bosque County,48,35,10.8,6.6–15.4
Primary and secondary syphilis,2021,Texas,Bowie County,48,37,22.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Brazoria County,48,39,3.4,0.1–6.5
Primary and secondary syphilis,2021,Texas,Brazos County,48,41,9.3,6.6–15.4
Primary and secondary syphilis,2021,Texas,Brewster County,48,43,10.6,6.6–15.4
Primary and secondary syphilis,2021,Texas,Briscoe County,48,45,0.0,0.0
Primary and secondary syphilis,2021,Texas,Brooks County,48,47,28.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Brown County,48,49,0.0,0.0
Primary and secondary syphilis,2021,Texas,Burleson County,48,51,5.5,0.1–6.5
Primary and secondary syphilis,2021,Texas,Burnet County,48,53,2.0,0.1–6.5
Primary and secondary syphilis,2021,Texas,Caldwell County,48,55,10.7,6.6–15.4
Primary and secondary syphilis,2021,Texas,Calhoun County,48,57,0.0,0.0
Primary and secondary syphilis,2021,Texas,Callahan County,48,59,7.1,6.6–15.4
Primary and secondary syphilis,2021,Texas,Cameron County,48,61,3.3,0.1–6.5
Primary and secondary syphilis,2021,Texas,Camp County,48,63,23.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Carson County,48,65,0.0,0.0
Primary and secondary syphilis,2021,Texas,Cass County,48,67,3.5,0.1–6.5
Primary and secondary syphilis,2021,Texas,Castro County,48,69,0.0,0.0
Primary and secondary syphilis,2021,Texas,Chambers County,48,71,4.1,0.1–6.5
Primary and secondary syphilis,2021,Texas,Cherokee County,48,73,2.0,0.1–6.5
Primary and secondary syphilis,2021,Texas,Childress County,48,75,0.0,0.0
Primary and secondary syphilis,2021,Texas,Clay County,48,77,0.0,0.0
Primary and secondary syphilis,2021,Texas,Cochran County,48,79,0.0,0.0
Primary and secondary syphilis,2021,Texas,Coke County,48,81,0.0,0.0
Primary and secondary syphilis,2021,Texas,Coleman County,48,83,0.0,0.0
Primary and secondary syphilis,2021,Texas,Collin County,48,85,3.8,0.1–6.5
Primary and secondary syphilis,2021,Texas,Collingsworth County,48,87,0.0,0.0
Primary and secondary syphilis,2021,Texas,Colorado County,48,89,4.8,0.1–6.5
Primary and secondary syphilis,2021,Texas,Comal County,48,91,7.4,6.6–15.4
Primary and secondary syphilis,2021,Texas,Comanche County,48,93,0.0,0.0
Primary and secondary syphilis,2021,Texas,Concho County,48,95,29.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Cooke County,48,97,0.0,0.0
Primary and secondary syphilis,2021,Texas,Coryell County,48,99,5.9,0.1–6.5
Primary and secondary syphilis,2021,Texas,Cottle County,48,101,0.0,0.0
Primary and secondary syphilis,2021,Texas,Crane County,48,103,0.0,0.0
Primary and secondary syphilis,2021,Texas,Crockett County,48,105,0.0,0.0
Primary and secondary syphilis,2021,Texas,Crosby County,48,107,19.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Culberson County,48,109,0.0,0.0
Primary and secondary syphilis,2021,Texas,Dallam County,48,111,13.9,6.6–15.4
Primary and secondary syphilis,2021,Texas,Dallas County,48,113,9.6,6.6–15.4
Primary and secondary syphilis,2021,Texas,Dawson County,48,115,0.0,0.0
Primary and secondary syphilis,2021,Texas,Deaf Smith County,48,117,0.0,0.0
Primary and secondary syphilis,2021,Texas,Delta County,48,119,0.0,0.0
Primary and secondary syphilis,2021,Texas,Denton County,48,121,3.1,0.1–6.5
Primary and secondary syphilis,2021,Texas,DeWitt County,48,123,5.0,0.1–6.5
Primary and secondary syphilis,2021,Texas,Dickens County,48,125,0.0,0.0
Primary and secondary syphilis,2021,Texas,Dimmit County,48,127,11.8,6.6–15.4
Primary and secondary syphilis,2021,Texas,Donley County,48,129,0.0,0.0
Primary and secondary syphilis,2021,Texas,Duval County,48,131,20.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Eastland County,48,133,0.0,0.0
Primary and secondary syphilis,2021,Texas,Ector County,48,135,16.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Edwards County,48,137,0.0,0.0
Primary and secondary syphilis,2021,Texas,Ellis County,48,139,3.5,0.1–6.5
Primary and secondary syphilis,2021,Texas,El Paso County,48,141,9.7,6.6–15.4
Primary and secondary syphilis,2021,Texas,Erath County,48,143,4.6,0.1–6.5
Primary and secondary syphilis,2021,Texas,Falls County,48,145,5.8,0.1–6.5
Primary and secondary syphilis,2021,Texas,Fannin County,48,147,0.0,0.0
Primary and secondary syphilis,2021,Texas,Fayette County,48,149,0.0,0.0
Primary and secondary syphilis,2021,Texas,Fisher County,48,151,0.0,0.0
Primary and secondary syphilis,2021,Texas,Floyd County,48,153,37.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Foard County,48,155,0.0,0.0
Primary and secondary syphilis,2021,Texas,Fort Bend County,48,157,5.4,0.1–6.5
Primary and secondary syphilis,2021,Texas,Franklin County,48,159,0.0,0.0
Primary and secondary syphilis,2021,Texas,Freestone County,48,161,10.1,6.6–15.4
Primary and secondary syphilis,2021,Texas,Frio County,48,163,10.8,6.6–15.4
Primary and secondary syphilis,2021,Texas,Gaines County,48,165,13.7,6.6–15.4
Primary and secondary syphilis,2021,Texas,Galveston County,48,167,9.9,6.6–15.4
Primary and secondary syphilis,2021,Texas,Garza County,48,169,17.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Gillespie County,48,171,7.3,6.6–15.4
Primary and secondary syphilis,2021,Texas,Glasscock County,48,173,0.0,0.0
Primary and secondary syphilis,2021,Texas,Goliad County,48,175,0.0,0.0
Primary and secondary syphilis,2021,Texas,Gonzales County,48,177,0.0,0.0
Primary and secondary syphilis,2021,Texas,Gray County,48,179,4.8,0.1–6.5
Primary and secondary syphilis,2021,Texas,Grayson County,48,181,6.5,0.1–6.5
Primary and secondary syphilis,2021,Texas,Gregg County,48,183,20.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Grimes County,48,185,0.0,0.0
Primary and secondary syphilis,2021,Texas,Guadalupe County,48,187,7.9,6.6–15.4
Primary and secondary syphilis,2021,Texas,Hale County,48,189,27.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Hall County,48,191,0.0,0.0
Primary and secondary syphilis,2021,Texas,Hamilton County,48,193,0.0,0.0
Primary and secondary syphilis,2021,Texas,Hansford County,48,195,0.0,0.0
Primary and secondary syphilis,2021,Texas,Hardeman County,48,197,0.0,0.0
Primary and secondary syphilis,2021,Texas,Hardin County,48,199,26.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Harris County,48,201,17.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Harrison County,48,203,8.7,6.6–15.4
Primary and secondary syphilis,2021,Texas,Hartley County,48,205,0.0,0.0
Primary and secondary syphilis,2021,Texas,Haskell County,48,207,0.0,0.0
Primary and secondary syphilis,2021,Texas,Hays County,48,209,17.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Hemphill County,48,211,0.0,0.0
Primary and secondary syphilis,2021,Texas,Henderson County,48,213,3.6,0.1–6.5
Primary and secondary syphilis,2021,Texas,Hidalgo County,48,215,5.2,0.1–6.5
Primary and secondary syphilis,2021,Texas,Hill County,48,217,2.7,0.1–6.5
Primary and secondary syphilis,2021,Texas,Hockley County,48,219,65.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Hood County,48,221,9.3,6.6–15.4
Primary and secondary syphilis,2021,Texas,Hopkins County,48,223,2.7,0.1–6.5
Primary and secondary syphilis,2021,Texas,Houston County,48,225,4.5,0.1–6.5
Primary and secondary syphilis,2021,Texas,Howard County,48,227,11.7,6.6–15.4
Primary and secondary syphilis,2021,Texas,Hudspeth County,48,229,0.0,0.0
Primary and secondary syphilis,2021,Texas,Hunt County,48,231,4.8,0.1–6.5
Primary and secondary syphilis,2021,Texas,Hutchinson County,48,233,0.0,0.0
Primary and secondary syphilis,2021,Texas,Irion County,48,235,0.0,0.0
Primary and secondary syphilis,2021,Texas,Jack County,48,237,0.0,0.0
Primary and secondary syphilis,2021,Texas,Jackson County,48,239,0.0,0.0
Primary and secondary syphilis,2021,Texas,Jasper County,48,241,0.0,0.0
Primary and secondary syphilis,2021,Texas,Jeff Davis County,48,243,0.0,0.0
Primary and secondary syphilis,2021,Texas,Jefferson County,48,245,18.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Jim Hogg County,48,247,0.0,0.0
Primary and secondary syphilis,2021,Texas,Jim Wells County,48,249,28.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Johnson County,48,251,3.7,0.1–6.5
Primary and secondary syphilis,2021,Texas,Jones County,48,253,0.0,0.0
Primary and secondary syphilis,2021,Texas,Karnes County,48,255,13.6,6.6–15.4
Primary and secondary syphilis,2021,Texas,Kaufman County,48,257,3.2,0.1–6.5
Primary and secondary syphilis,2021,Texas,Kendall County,48,259,2.1,0.1–6.5
Primary and secondary syphilis,2021,Texas,Kenedy County,48,261,0.0,0.0
Primary and secondary syphilis,2021,Texas,Kent County,48,263,0.0,0.0
Primary and secondary syphilis,2021,Texas,Kerr County,48,265,1.9,0.1–6.5
Primary and secondary syphilis,2021,Texas,Kimble County,48,267,0.0,0.0
Primary and secondary syphilis,2021,Texas,King County,48,269,0.0,0.0
Primary and secondary syphilis,2021,Texas,Kinney County,48,271,0.0,0.0
Primary and secondary syphilis,2021,Texas,Kleberg County,48,273,3.3,0.1–6.5
Primary and secondary syphilis,2021,Texas,Knox County,48,275,0.0,0.0
Primary and secondary syphilis,2021,Texas,Lamar County,48,277,0.0,0.0
Primary and secondary syphilis,2021,Texas,Lamb County,48,279,38.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Lampasas County,48,281,0.0,0.0
Primary and secondary syphilis,2021,Texas,La Salle County,48,283,0.0,0.0
Primary and secondary syphilis,2021,Texas,Lavaca County,48,285,4.9,0.1–6.5
Primary and secondary syphilis,2021,Texas,Lee County,48,287,16.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Leon County,48,289,6.3,0.1–6.5
Primary and secondary syphilis,2021,Texas,Liberty County,48,291,18.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Limestone County,48,293,4.5,0.1–6.5
Primary and secondary syphilis,2021,Texas,Lipscomb County,48,295,0.0,0.0
Primary and secondary syphilis,2021,Texas,Live Oak County,48,297,0.0,0.0
Primary and secondary syphilis,2021,Texas,Llano County,48,299,0.0,0.0
Primary and secondary syphilis,2021,Texas,Loving County,48,301,0.0,0.0
Primary and secondary syphilis,2021,Texas,Lubbock County,48,303,79.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Lynn County,48,305,52.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,McCulloch County,48,307,13.3,6.6–15.4
Primary and secondary syphilis,2021,Texas,McLennan County,48,309,12.9,6.6–15.4
Primary and secondary syphilis,2021,Texas,McMullen County,48,311,0.0,0.0
Primary and secondary syphilis,2021,Texas,Madison County,48,313,0.0,0.0
Primary and secondary syphilis,2021,Texas,Marion County,48,315,31.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Martin County,48,317,19.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Mason County,48,319,25.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Matagorda County,48,321,22.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Maverick County,48,323,0.0,0.0
Primary and secondary syphilis,2021,Texas,Medina County,48,325,9.6,6.6–15.4
Primary and secondary syphilis,2021,Texas,Menard County,48,327,0.0,0.0
Primary and secondary syphilis,2021,Texas,Midland County,48,329,10.1,6.6–15.4
Primary and secondary syphilis,2021,Texas,Milam County,48,331,19.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Mills County,48,333,0.0,0.0
Primary and secondary syphilis,2021,Texas,Mitchell County,48,335,22.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Montague County,48,337,0.0,0.0
Primary and secondary syphilis,2021,Texas,Montgomery County,48,339,5.9,0.1–6.5
Primary and secondary syphilis,2021,Texas,Moore County,48,341,9.5,6.6–15.4
Primary and secondary syphilis,2021,Texas,Morris County,48,343,24.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Motley County,48,345,0.0,0.0
Primary and secondary syphilis,2021,Texas,Nacogdoches County,48,347,6.2,0.1–6.5
Primary and secondary syphilis,2021,Texas,Navarro County,48,349,5.6,0.1–6.5
Primary and secondary syphilis,2021,Texas,Newton County,48,351,0.0,0.0
Primary and secondary syphilis,2021,Texas,Nolan County,48,353,13.7,6.6–15.4
Primary and secondary syphilis,2021,Texas,Nueces County,48,355,25.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Ochiltree County,48,357,0.0,0.0
Primary and secondary syphilis,2021,Texas,Oldham County,48,359,0.0,0.0
Primary and secondary syphilis,2021,Texas,Orange County,48,361,7.1,6.6–15.4
Primary and secondary syphilis,2021,Texas,Palo Pinto County,48,363,7.0,6.6–15.4
Primary and secondary syphilis,2021,Texas,Panola County,48,365,8.8,6.6–15.4
Primary and secondary syphilis,2021,Texas,Parker County,48,367,3.2,0.1–6.5
Primary and secondary syphilis,2021,Texas,Parmer County,48,369,10.2,6.6–15.4
Primary and secondary syphilis,2021,Texas,Pecos County,48,371,6.6,6.6–15.4
Primary and secondary syphilis,2021,Texas,Polk County,48,373,3.9,0.1–6.5
Primary and secondary syphilis,2021,Texas,Potter County,48,375,26.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Presidio County,48,377,0.0,0.0
Primary and secondary syphilis,2021,Texas,Rains County,48,379,0.0,0.0
Primary and secondary syphilis,2021,Texas,Randall County,48,381,0.7,0.1–6.5
Primary and secondary syphilis,2021,Texas,Reagan County,48,383,61.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Real County,48,385,0.0,0.0
Primary and secondary syphilis,2021,Texas,Red River County,48,387,26.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Reeves County,48,389,6.9,6.6–15.4
Primary and secondary syphilis,2021,Texas,Refugio County,48,391,0.0,0.0
Primary and secondary syphilis,2021,Texas,Roberts County,48,393,0.0,0.0
Primary and secondary syphilis,2021,Texas,Robertson County,48,395,5.9,0.1–6.5
Primary and secondary syphilis,2021,Texas,Rockwall County,48,397,2.6,0.1–6.5
Primary and secondary syphilis,2021,Texas,Runnels County,48,399,0.0,0.0
Primary and secondary syphilis,2021,Texas,Rusk County,48,401,13.3,6.6–15.4
Primary and secondary syphilis,2021,Texas,Sabine County,48,403,10.0,6.6–15.4
Primary and secondary syphilis,2021,Texas,San Augustine County,48,405,0.0,0.0
Primary and secondary syphilis,2021,Texas,San Jacinto County,48,407,0.0,0.0
Primary and secondary syphilis,2021,Texas,San Patricio County,48,409,18.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,San Saba County,48,411,0.0,0.0
Primary and secondary syphilis,2021,Texas,Schleicher County,48,413,82.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Scurry County,48,415,23.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Shackelford County,48,417,0.0,0.0
Primary and secondary syphilis,2021,Texas,Shelby County,48,419,0.0,0.0
Primary and secondary syphilis,2021,Texas,Sherman County,48,421,0.0,0.0
Primary and secondary syphilis,2021,Texas,Smith County,48,423,10.1,6.6–15.4
Primary and secondary syphilis,2021,Texas,Somervell County,48,425,0.0,0.0
Primary and secondary syphilis,2021,Texas,Starr County,48,427,6.1,0.1–6.5
Primary and secondary syphilis,2021,Texas,Stephens County,48,429,0.0,0.0
Primary and secondary syphilis,2021,Texas,Sterling County,48,431,0.0,0.0
Primary and secondary syphilis,2021,Texas,Stonewall County,48,433,0.0,0.0
Primary and secondary syphilis,2021,Texas,Sutton County,48,435,0.0,0.0
Primary and secondary syphilis,2021,Texas,Swisher County,48,437,28.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Tarrant County,48,439,17.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Taylor County,48,441,10.5,6.6–15.4
Primary and secondary syphilis,2021,Texas,Terrell County,48,443,138.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Terry County,48,445,17.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Throckmorton County,48,447,0.0,0.0
Primary and secondary syphilis,2021,Texas,Titus County,48,449,12.8,6.6–15.4
Primary and secondary syphilis,2021,Texas,Tom Green County,48,451,39.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Travis County,48,453,32.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Trinity County,48,455,0.0,0.0
Primary and secondary syphilis,2021,Texas,Tyler County,48,457,10.0,6.6–15.4
Primary and secondary syphilis,2021,Texas,Upshur County,48,459,7.2,6.6–15.4
Primary and secondary syphilis,2021,Texas,Upton County,48,461,30.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Uvalde County,48,463,0.0,0.0
Primary and secondary syphilis,2021,Texas,Val Verde County,48,465,0.0,0.0
Primary and secondary syphilis,2021,Texas,Van Zandt County,48,467,1.6,0.1–6.5
Primary and secondary syphilis,2021,Texas,Victoria County,48,469,6.6,6.6–15.4
Primary and secondary syphilis,2021,Texas,Walker County,48,471,5.1,0.1–6.5
Primary and secondary syphilis,2021,Texas,Waller County,48,473,8.4,6.6–15.4
Primary and secondary syphilis,2021,Texas,Ward County,48,475,17.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Washington County,48,477,0.0,0.0
Primary and secondary syphilis,2021,Texas,Webb County,48,479,5.6,0.1–6.5
Primary and secondary syphilis,2021,Texas,Wharton County,48,481,2.4,0.1–6.5
Primary and secondary syphilis,2021,Texas,Wheeler County,48,483,20.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Texas,Wichita County,48,485,5.4,0.1–6.5
Primary and secondary syphilis,2021,Texas,Wilbarger County,48,487,0.0,0.0
Primary and secondary syphilis,2021,Texas,Willacy County,48,489,4.9,0.1–6.5
Primary and secondary syphilis,2021,Texas,Williamson County,48,491,5.6,0.1–6.5
Primary and secondary syphilis,2021,Texas,Wilson County,48,493,7.8,6.6–15.4
Primary and secondary syphilis,2021,Texas,Winkler County,48,495,0.0,0.0
Primary and secondary syphilis,2021,Texas,Wise County,48,497,1.4,0.1–6.5
Primary and secondary syphilis,2021,Texas,Wood County,48,499,6.5,0.1–6.5
Primary and secondary syphilis,2021,Texas,Yoakum County,48,501,13.1,6.6–15.4
Primary and secondary syphilis,2021,Texas,Young County,48,503,0.0,0.0
Primary and secondary syphilis,2021,Texas,Zapata County,48,505,0.0,0.0
Primary and secondary syphilis,2021,Texas,Zavala County,48,507,0.0,0.0
Primary and secondary syphilis,2021,Utah,Beaver County,49,1,0.0,0.0
Primary and secondary syphilis,2021,Utah,Box Elder County,49,3,0.0,0.0
Primary and secondary syphilis,2021,Utah,Cache County,49,5,1.5,0.1–6.5
Primary and secondary syphilis,2021,Utah,Carbon County,49,7,0.0,0.0
Primary and secondary syphilis,2021,Utah,Daggett County,49,9,0.0,0.0
Primary and secondary syphilis,2021,Utah,Davis County,49,11,5.7,0.1–6.5
Primary and secondary syphilis,2021,Utah,Duchesne County,49,13,5.1,0.1–6.5
Primary and secondary syphilis,2021,Utah,Emery County,49,15,0.0,0.0
Primary and secondary syphilis,2021,Utah,Garfield County,49,17,0.0,0.0
Primary and secondary syphilis,2021,Utah,Grand County,49,19,0.0,0.0
Primary and secondary syphilis,2021,Utah,Iron County,49,21,6.6,6.6–15.4
Primary and secondary syphilis,2021,Utah,Juab County,49,23,8.2,6.6–15.4
Primary and secondary syphilis,2021,Utah,Kane County,49,25,0.0,0.0
Primary and secondary syphilis,2021,Utah,Millard County,49,27,0.0,0.0
Primary and secondary syphilis,2021,Utah,Morgan County,49,29,7.9,6.6–15.4
Primary and secondary syphilis,2021,Utah,Piute County,49,31,0.0,0.0
Primary and secondary syphilis,2021,Utah,Rich County,49,33,0.0,0.0
Primary and secondary syphilis,2021,Utah,Salt Lake County,49,35,9.9,6.6–15.4
Primary and secondary syphilis,2021,Utah,San Juan County,49,37,20.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Utah,Sanpete County,49,39,0.0,0.0
Primary and secondary syphilis,2021,Utah,Sevier County,49,41,9.1,6.6–15.4
Primary and secondary syphilis,2021,Utah,Summit County,49,43,9.3,6.6–15.4
Primary and secondary syphilis,2021,Utah,Tooele County,49,45,6.5,0.1–6.5
Primary and secondary syphilis,2021,Utah,Uintah County,49,47,0.0,0.0
Primary and secondary syphilis,2021,Utah,Utah County,49,49,3.1,0.1–6.5
Primary and secondary syphilis,2021,Utah,Wasatch County,49,51,0.0,0.0
Primary and secondary syphilis,2021,Utah,Washington County,49,53,5.2,0.1–6.5
Primary and secondary syphilis,2021,Utah,Wayne County,49,55,0.0,0.0
Primary and secondary syphilis,2021,Utah,Weber County,49,57,4.5,0.1–6.5
Primary and secondary syphilis,2021,Vermont,Addison County,50,1,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Bennington County,50,3,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Caledonia County,50,5,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Chittenden County,50,7,1.8,0.1–6.5
Primary and secondary syphilis,2021,Vermont,Essex County,50,9,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Franklin County,50,11,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Grand Isle County,50,13,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Lamoille County,50,15,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Orange County,50,17,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Orleans County,50,19,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Rutland County,50,21,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Washington County,50,23,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Windham County,50,25,0.0,0.0
Primary and secondary syphilis,2021,Vermont,Windsor County,50,27,1.7,0.1–6.5
Primary and secondary syphilis,2021,Virginia,Accomack County,51,1,0.0,0.0
Primary and secondary syphilis,2021,Virginia,Albemarle County,51,3,4.4,0.1–6.5
Primary and secondary syphilis,2021,Virginia,Alleghany County,51,5,13.3,6.6–15.4
Primary and secondary syphilis,2021,Virginia,Amelia County,51,7,0.0,0.0
Primary and secondary syphilis,2021,Virginia,Amherst County,51,9,3.2,0.1–6.5
Primary and secondary syphilis,2021,Virginia,Appomattox County,51,11,0.0,0.0
Primary and secondary syphilis,2021,Virginia,Arlington County,51,13,14.2,6.6–15.4
Primary and secondary syphilis,2021,Virginia,Augusta County,51,15,2.6,0.1–6.5
Primary and secondary syphilis,2021,Virginia,Bath County,51,17,0.0,0.0
